user_id,monthly_income,monthly_expenses,monthly_savings,emergency_fund_savings,debt,savings_rate,debt_to_income,emergency_fund_months
1,161958,129286,32672,189724.4019410948,119879,20.173131305647143,74.01857271638326,1.4674783189293104
2,150268,104950,45318,374321.17929587513,168266,30.158117496739163,111.97726728245534,3.566662022828729
3,127498,106217,21281,510789.0656186273,16023,16.691242215564166,12.567255956956188,4.80892009394567
4,81090,33270,47820,258151.2062514364,194027,58.971513133555305,239.27364656554445,7.759278817295955
5,104925,53109,51816,77252.33746721526,184779,49.38384560400286,176.10578984989277,1.454599737656805
6,125305,82999,42306,286808.03681821574,130608,33.7624196959419,104.23207374007421,3.455560149136926
7,278042,196277,81765,219035.49189760647,130523,29.40742765481474,46.943627221786635,1.1159508852163345
8,42747,24929,17818,90954.94909237191,84654,41.68245724846188,198.03494982104007,3.6485598737362874
9,206845,103388,103457,425325.3609496518,31551,50.016679155889676,15.253450651453987,4.113875507308893
10,156216,66114,90102,321337.7627088936,87313,57.67783069595944,55.89248220412762,4.860358815211508
11,181699,158278,23421,713249.0603532501,174073,12.889999394603164,95.80294883296,4.506305742764314
12,247624,101026,146598,186610.2370184258,120174,59.20185442444998,48.53083707556618,1.847150604977192
13,194555,89693,104862,355311.22078888124,110510,53.89838349052967,56.8014186219835,3.9614152808901615
14,146530,125233,21297,259262.3474857193,19457,14.534225073363816,13.278509520234763,2.070239852800135
15,237629,156843,80786,685981.4427443041,171829,33.99669232290672,72.30977700533184,4.373682234746237
16,49692,43967,5725,272642.11875774496,196769,11.52096917008774,395.9772196731868,6.2010625868889155
17,77065,65305,11760,312366.8649300633,11534,15.259845584895867,14.966586647635113,4.783199830488681
18,265735,182087,83648,758697.1832425772,55591,31.477976179276347,20.91971324816076,4.166674080206589
19,260884,155053,105831,336587.85138910305,9268,40.56630533110501,3.5525367596326336,2.1707922541911673
20,126807,73342,53465,164834.39047593504,139643,42.162498915675,110.12246957975506,2.247476077499046
21,294444,138524,155920,888988.2764957807,114752,52.95404219478067,38.97243618480933,6.417575846032317
22,88984,79502,9482,491160.02918898285,198635,10.655848242380653,223.2255236896521,6.177958154373259
23,173767,69986,103781,456567.0682547202,39504,59.72422842081638,22.733890784786524,6.523691427638673
24,204231,156135,48096,963378.364638481,38660,23.54980389852667,18.929545465673673,6.170162773487566
25,174633,101153,73480,93764.02382516356,22662,42.07681251538942,12.97692875916923,0.9269524762010376
26,48392,34438,13954,91163.72943900428,89135,28.835344685071913,184.193668374938,2.647184198821194
27,167478,93032,74446,242019.63851833864,194407,44.45121150240629,116.07912681068558,2.6014665762139764
28,50965,42994,7971,162419.26793930278,113252,15.640145197684685,222.215245756892,3.7777194012955944
29,179182,135573,43609,825135.291169109,98806,24.337824111796944,55.14281568461118,6.0862803889351795
30,177982,93980,84002,30399.589958574223,131278,47.196907552449126,73.75914418311964,0.3234687163074508
31,258126,117562,140564,413194.2226587493,50015,54.455575959027755,19.376196121274106,3.514692014926161
32,288550,184004,104546,829159.66676754,87939,36.23150233928262,30.47617397331485,4.506204575811069
33,189213,88866,100347,429697.23861522006,198286,53.03388244993737,104.79512507068753,4.835339034222538
34,289002,144943,144059,1093280.2006190836,75450,49.847059881938534,26.10708576411236,7.542828564463848
35,133426,64125,69301,476934.89565174,64044,51.93965194190038,47.99964025002623,7.437581218740585
36,213629,153108,60521,1067420.7043396886,95259,28.329955202711243,44.59085611035955,6.971684721501742
37,283307,139751,143556,997888.1007837832,152906,50.67153300130247,53.97183973569308,7.140471987919823
38,58047,46653,11394,334442.77932264586,44262,19.628921391286372,76.2520026874774,7.168730399387947
39,165117,75132,89985,137001.7970568093,192445,54.4977197986882,116.55068829981165,1.8234813003355335
40,177848,143880,33968,990735.3305513816,189125,19.099455714992576,106.34080788088704,6.8858446660507475
41,61959,41329,20630,160300.30309036333,13545,33.29621201116868,21.861230813925335,3.8786397708718656
42,167659,87528,80131,117841.42671449811,61087,47.79403431966074,36.43526443555073,1.3463283373834443
43,266911,181246,85665,585549.5252766854,51005,32.09496798558321,19.10936604336277,3.230689368464327
44,217648,114691,102957,226515.7001841761,65318,47.30436300815997,30.010843196353747,1.9750085027088098
45,281025,212492,68533,251738.3033572628,93264,24.386798327550927,33.18708299973312,1.1846954396271991
46,286458,201890,84568,811886.9439973987,112181,29.521954352819613,39.161412842371305,4.021432185830892
47,171926,92723,79203,673737.1019558882,177789,46.068075800053506,103.41018810418436,7.26612708773323
48,291009,193656,97353,693727.172148533,157381,33.45360452769502,54.08114525667591,3.582265316584733
49,258527,180024,78503,116444.31375776583,109751,30.36549373953204,42.45243243452328,0.646826610661722
50,158906,82802,76104,532012.624862145,106308,47.89246472757479,66.89992825947415,6.425118051039166
51,223155,198989,24166,634893.4158207934,110078,10.829244247272076,49.328045528892474,3.1905955395564245
52,120623,96398,24225,116230.95842543576,86202,20.083234540676322,71.46398282251312,1.2057403517234357
53,280965,210135,70830,1442969.8195962482,133883,25.209545672948586,47.65113092378054,6.866870438509759
54,96250,49099,47151,279333.8471453939,142483,48.98805194805195,148.03428571428572,5.6891962595041425
55,173983,77959,96024,586578.0254107603,71295,55.19159917923015,40.97814154256451,7.524186115916832
56,259686,225502,34184,248089.98357447816,8155,13.163589873924664,3.1403310151490644,1.100167553167946
57,244728,111776,132952,826868.4310136371,85981,54.32643587983394,35.13329083717433,7.397548946228502
58,231785,122607,109178,647349.3114569007,96601,47.10313437021378,41.67698513708825,5.279872368273432
59,261807,177400,84407,751680.1008028444,133121,32.24016164579251,50.84699797942759,4.237204626848052
60,202688,90510,112178,649655.9860188449,117796,55.345161035680455,58.116908746447734,7.177726063626615
61,69855,50054,19801,135758.3772892133,117858,28.345859279937013,168.71805883616062,2.712238328389605
62,213714,163059,50655,1170255.2150208582,6295,23.702237569836324,2.9455253282424176,7.176882079620617
63,160885,127089,33796,652761.2790248182,143946,21.00630885415048,89.47136153152874,5.136253169234302
64,156336,75168,81168,540340.1699456279,192339,51.91894381332515,123.02924470371508,7.188433508216634
65,294205,119034,175171,96628.50906812212,133272,59.54045648442413,45.299026189221806,0.8117723429282568
66,283548,153671,129877,375404.5582638663,77505,45.804237730472444,27.33399636040459,2.4429108827551476
67,42869,26759,16110,212885.4979360236,94179,37.57960297650983,219.6902190393991,7.9556597008865655
68,130272,53286,76986,210540.964058116,135059,59.09635224760501,103.67461925816752,3.9511497214674773
